FruitID,Weight_g,Diameter_mm,Length_mm,DryMatter_pct,Brix,Firmness_kgf,SkinDefects_pct,ShapeIndex,Grade
1503,82.7,59.8,74.1,14.5,6.7,3.3,0.1,0.81,B
1504,94.9,52.5,76.4,14.1,5.9,5.6,0.5,0.69,B
1505,92.4,62.3,78.5,16.3,6.5,6.4,3.3,0.79,B
1506,88.2,57,72.4,17.3,7,5.8,2,0.79,B
1507,105.4,63.1,75.8,16.2,6.7,6.4,4.2,0.83,A
1508,109.3,60,70.8,15.5,7,7.5,0.6,0.85,B
1509,96.3,53.1,76.1,16,7.3,5.4,1.4,0.7,B
1510,117.2,63.7,75.7,15.7,6,8,6.6,0.84,B
1511,77.9,64.2,75.5,13.8,5.6,5.7,8.2,0.85,C
1512,92.1,61.5,72.3,13.6,6.5,6.4,7.6,0.85,C
1513,84.2,55,69.7,15.4,6.2,4.9,5.1,0.79,B
1514,67,56.8,67.1,15.6,7.1,7.1,3.5,0.85,Reject
1515,93.8,58.6,71.9,15.5,5.6,6.5,7.3,0.82,B
1516,93.2,55.2,77.4,16.5,7.3,7,3.8,0.71,A
1517,117.7,64.8,70.9,15.2,7.6,5.6,9.2,0.91,B
1518,104.5,58.6,74.7,16.3,6.5,4.2,0.1,0.78,B
1519,79.6,47.2,75,15.3,6.5,6,7.6,0.63,C
1520,122.8,59.4,71,18.2,5.9,3.8,2.4,0.84,B
1521,113.3,56.6,76.6,15.6,6.1,5.2,0.4,0.74,B
1522,103.7,57.7,61.8,19,6.2,5.7,0.7,0.93,B
1523,91.6,56.5,67.7,16,7.7,7.9,5.7,0.83,B
1524,80.6,61.2,68.8,15.2,6.4,5.8,2.1,0.89,B
1525,89.4,62.5,69.1,14.2,5.4,5.6,12.2,0.9,C
1526,111.3,59.1,73.2,13.3,6.7,5.4,0.4,0.81,C
1527,123.3,56.6,73,14,7.2,4.2,1.6,0.78,B
1528,118.1,57.8,73.4,14.2,6.5,5.6,1.2,0.79,B
1529,87.7,58.1,74.1,16.1,7.7,5.6,2.2,0.78,B
1530,78.2,54.8,68.7,14.7,7.1,4.5,3,0.8,C
1531,97.1,60.3,67.7,15.8,5.7,4.3,3.3,0.89,B
1532,68.5,59.8,73.4,17.4,6.1,5,0,0.82,Reject
1533,99.8,64.2,69.8,15.4,6.7,5.6,0.3,0.92,B
1534,92.8,63,66.5,18.6,5.2,5,0.1,0.95,B
1535,88,55.3,75.4,13.7,6.8,4.4,6,0.73,C
1536,71.1,61.3,76.9,15.3,5.1,5.8,1.1,0.8,C
1537,102.7,54.2,77.5,14.7,7.3,6,1.4,0.7,B
1538,87,60.8,72.7,16.9,7.2,5.6,1.8,0.84,B
1539,77.5,55.9,74.2,12.1,6.9,4.9,5.7,0.75,C
1540,60,53.9,76.8,13.3,6,6.1,0,0.7,Reject
1541,94.6,59.1,69.8,15.3,6.6,5.3,0.4,0.85,B
1542,121.6,47.3,75.9,17.8,6.1,4.3,3.5,0.62,B
1543,119.9,51,73,15.8,5.7,6.5,10,0.7,B
1544,88.1,57.3,75.2,13.5,6.2,5.9,3.1,0.76,C
1545,86,58.3,72.7,13.7,7.1,5.4,0.9,0.8,C
1546,102,56.5,76.5,18,6.5,3.9,2.2,0.74,B
1547,80,51.7,72.8,14.6,7.7,4.8,11.1,0.71,C
1548,99.5,54.7,66.8,14.1,7.1,7.5,2.3,0.82,B
1549,106.5,59.6,77.1,17.7,7,4,1.4,0.77,B
1550,113.4,60.3,68.7,17,5.2,5.2,1.5,0.88,B
1551,93.5,57.9,76.4,17.4,6.3,5.5,10.2,0.76,C
1552,91.9,62.6,71.7,14.1,5.6,5.8,3.8,0.87,B
1553,81.8,59.6,76.1,13.2,6.4,4,3.5,0.78,C
1554,82.6,55,76,15.7,5.9,5.7,0.8,0.72,B
1555,91.6,56.9,73.5,16,6.2,3.8,2.5,0.77,B
1556,100.5,52.4,73.8,16,7.3,5.6,1.3,0.71,A
1557,108.7,57.6,73.5,17.7,6.9,4.8,0.8,0.78,A
1558,83,62.4,65,12.9,7.3,4.6,6.8,0.96,C
1559,117.4,60.7,72.4,16.8,5.2,6.3,1.4,0.84,B
1560,90.9,63.6,68.1,13.9,6.5,5.3,1,0.93,C
1561,94.7,56.8,72.6,16.8,7.3,6,8.1,0.78,B
1562,83.8,63.4,68,14.8,7.7,6,0.7,0.93,B
1563,60,57.2,67.9,14.3,5.3,6.8,4.1,0.84,Reject
1564,108.3,63.9,77.6,14.6,6.2,4.3,3.2,0.82,B
1565,106.1,57.9,75.7,13.3,7.3,6.4,7.6,0.76,C
1566,90.8,60.8,72,15.6,6.3,5.5,5.4,0.85,B
1567,96,63.9,72.6,14.3,5.8,5.1,3.7,0.88,B
1568,102.7,57.2,71.1,16.7,5.3,4.4,1.1,0.8,B
1569,71.6,58.9,74,16.5,5.7,6.1,2.1,0.8,C
1570,87.1,63.2,69.6,18,5.1,4.6,8.7,0.91,B
1571,106.9,57.5,75.5,16,6.5,6,0.1,0.76,A
1572,76.2,52.7,71.1,16.3,7.2,7.4,4.7,0.74,C
1573,99.4,66.6,70.5,17.6,5.5,6.5,0.9,0.94,B
1574,74.7,56.1,72.1,14.6,6.7,6.9,0.6,0.78,C
1575,102,58.6,69.9,13.3,7.2,4.8,0.8,0.84,C
1576,94.5,62.6,73.2,15.8,6.5,6.3,0.2,0.86,B
1577,70.8,55.6,70.1,13.4,5.2,4.4,14.5,0.79,C
1578,112.5,54,73.6,19.2,6.8,5.3,6.1,0.73,B
1579,84,59,76.3,17.7,6.5,7.2,2.2,0.77,B
1580,82.8,50.8,69.5,18.7,6.4,4.9,3.8,0.73,B
1581,98,56.8,71.5,15.6,6.1,6.6,2.4,0.79,B
1582,112.2,59,73.6,16.3,6.6,6.5,5,0.8,B
1583,79.8,56.9,70.5,14.8,6.9,6.6,5.6,0.81,C
1584,95.9,51.8,73.6,16.8,8.4,4.2,0.8,0.7,B
1585,101.4,64.4,73.9,13.7,6.6,6,1.8,0.87,C
1586,105.4,58.4,75.8,11.7,7.7,5.3,3,0.77,C
1587,97.6,63.7,69.9,14.3,6.8,6.6,11.5,0.91,C
1588,89.5,57,68.7,13.3,6.4,3.8,3.4,0.83,C
1589,82.6,54.5,70.9,17.7,6.6,5.9,6.8,0.77,B
1590,96.3,59.1,68.6,18.2,5.5,5.7,5.6,0.86,B
1591,78.9,57.1,74,13.4,6.7,3.5,2.6,0.77,C
1592,60,53.3,67.9,17.4,4.9,4.6,6.7,0.78,Reject
1593,101.5,63.9,80.2,16.9,5.8,3.7,1.4,0.8,B
1594,108.6,55.5,76.5,13.1,6.6,4.8,1.4,0.73,C
1595,60,50.6,72,14.9,7.5,6,4.6,0.7,Reject
1596,79.9,63.3,75,14.6,7.6,5.7,0.4,0.84,C
1597,104.3,56,66.3,16.6,6.3,5.7,1.1,0.84,B
1598,125.9,55.6,80.8,13.7,6.6,4.5,2.8,0.69,C
1599,95.3,50.9,69.9,15.4,7.3,6.6,1.6,0.73,B
1600,84.1,65,71.6,14.5,5.4,5.5,8.5,0.91,B
1601,92.3,52.8,65.5,16.2,6.8,5.5,9.5,0.81,B
1602,115.6,58.2,73.7,15.2,5.8,6.4,2.1,0.79,B
1603,85.3,61.7,68.1,14.7,6.4,4.5,2.3,0.9,B
1604,83,59.7,72.4,15.2,6.1,5.7,3.9,0.82,B
1605,87.8,57.8,70.1,18.6,6.8,5.9,1.8,0.82,B
1606,80.7,51.2,68.2,14.9,6.9,5,0.6,0.75,B
1607,96.8,54.8,69.2,13.9,7.2,6.2,4.1,0.79,C
1608,119.4,58.8,72.8,16.4,6.8,6,4,0.81,A
1609,99.8,54.9,67.5,15.3,6.6,5.4,0.8,0.81,B
1610,91.2,58.8,69.4,13.4,8,5.4,5.4,0.85,C
1611,90.6,60.7,74.3,18.8,5.3,6,2.9,0.82,B
1612,71.6,61.9,81.1,15,7.9,6.3,0.8,0.76,C
1613,108.2,53.1,73.7,14.9,6.3,5.6,3.2,0.72,B
1614,93.8,66.8,68.8,15.7,7,6.6,0.8,0.97,B
1615,92.3,61.1,70.7,18.1,6.2,6.2,0.9,0.86,B
1616,142.9,58,72.1,13,5.9,3.7,5.7,0.8,C
1617,99.5,62.4,70.8,15.9,6.9,4.1,8,0.88,B
1618,83.7,67.5,75.2,18.6,7.3,6.7,0.9,0.9,B
1619,88.6,52.2,72.8,15.7,6.9,5.3,7.9,0.72,B
1620,112.2,57.1,75.2,13.6,6.1,5.7,0.8,0.76,C
1621,96.7,48.5,70.9,14.6,9,6.6,0.4,0.68,B
1622,73.4,58.8,76.6,15.8,7.5,5.5,0.2,0.77,C
1623,108.8,59.5,71.4,17.5,7.2,5.5,0.8,0.83,A
1624,85,57.8,68.6,15,6.2,4.6,1.5,0.84,B
1625,123.1,55.4,79.6,16.7,6,5.9,7.9,0.7,B
1626,111.2,49.8,65.6,13.3,6.3,6.1,0.8,0.76,C
1627,88.3,59.5,69.4,13.3,7.4,4.9,1.4,0.86,C
1628,114.2,63.8,69.8,14.8,5.7,4.6,4,0.91,B
1629,96,55.6,80.8,17.7,5.6,8,1.1,0.69,B
1630,107.8,59.8,78.3,15.6,6.9,5.4,3.5,0.76,B
1631,102.3,51.7,77.2,15.9,6.8,4.8,1.7,0.67,B
1632,82.3,59.8,70.8,15.9,5.9,6.2,0.7,0.84,B
1633,85.3,56.4,80.5,17.2,5.6,5.4,4,0.7,B
1634,110.4,55,73.3,14.6,7.7,4.4,0.1,0.75,B
1635,90,55,75.4,16.5,6.8,6,1,0.73,B
1636,88.9,56.4,72.6,14.3,5.4,4.6,1.3,0.78,B
1637,80.7,59.5,71.8,18.5,5.5,7.1,1.8,0.83,B
1638,101.4,52.8,71.1,14.3,6.2,6,3.4,0.74,B
1639,125.9,56.4,71.3,14.2,7.1,5.2,1.8,0.79,B
1640,79,57.8,74.1,16.3,7,5.6,2.7,0.78,C
1641,95.4,53.6,73.3,15.6,7.4,6.4,2.7,0.73,B
1642,116.2,65.2,71.9,16,5.3,5.7,1.4,0.91,B
1643,93.8,54.6,77.3,15.8,6.7,7.6,8.2,0.71,B
1644,101.8,55.3,61.6,13.9,7.6,6.6,9.4,0.9,C
1645,79.1,54.1,73.8,17.9,7.6,6,2.6,0.73,C
1646,101.4,65.2,74.5,16.8,6.8,4.6,0.2,0.87,A
1647,92.2,60.2,76,17.5,8.4,5.4,2,0.79,A
1648,109.8,54.3,71.8,14.7,7,6,0.6,0.76,B
1649,112.8,62.4,72.7,16.1,7.3,4.7,2,0.86,A
1650,133.8,58.8,75.5,15.8,6.5,6.8,0.6,0.78,B
1651,103.7,59,77.2,17.2,5.9,4.5,3.7,0.76,B
1652,99.9,56.6,70.9,17.2,5.8,4.9,0.3,0.8,B
1653,97.9,55,72.9,15.8,6.6,4.9,9.2,0.75,B
1654,89.7,59.4,77.9,13.2,6.3,6.2,0.7,0.76,C
1655,100.1,55.8,64.6,18.2,5.1,4.7,3.2,0.86,B
1656,90.6,65.3,69.6,16.3,5.7,3.7,7.5,0.94,B
1657,97.5,52.9,77.1,14.6,6.2,6.6,0.9,0.69,B
1658,114.8,64.1,75.8,16.1,7.1,5.1,8.2,0.85,B
1659,79.9,57.6,73.8,13.2,6.5,4.4,1.5,0.78,C
1660,112.1,59.2,70.4,17.1,6.4,4.7,9.7,0.84,B
1661,114.8,61.3,68.9,13.3,5.7,7.2,10.7,0.89,C
1662,93.2,55.5,69.9,15.2,6.5,4.8,0.6,0.79,B
1663,63.2,61.5,77.4,15.9,7.6,5.4,5.3,0.79,Reject
1664,85.9,47.2,69.8,17.1,6.6,5.1,0.6,0.68,B
1665,114.5,55.1,72.4,15.7,5.3,4.3,0.8,0.76,B
1666,94.7,54.3,69.4,16.5,5.5,4.8,0.3,0.78,B
1667,80,53,74.9,15.5,7,4.2,0.5,0.71,B
1668,87.4,57.1,70.1,15.5,6.3,6.5,3,0.81,B
1669,107.6,59.5,71.7,15.6,6.4,5.6,1.8,0.83,B
1670,103.2,60.8,66.1,15.2,6,8,4.7,0.92,B
1671,91.4,59,66.4,13,6.9,4.8,1.2,0.89,C
1672,89.5,55.3,72,14.3,6.3,4.6,10.4,0.77,C
1673,89.1,59.5,67.4,15.9,6.4,7,0.2,0.88,B
1674,81.2,58.5,79.4,15.1,5.8,6.6,0.2,0.74,B
1675,119.2,61.7,64.8,15.3,7.2,5.9,3.6,0.95,B
1676,90.2,61.1,69.2,15,6.3,4.4,6.6,0.88,B
1677,113.3,58.1,72.1,14.2,7,7.2,4.8,0.81,B
1678,117.8,54.4,70.7,14.8,5.5,5.4,2,0.77,B
1679,110,55.4,68.1,15,7.9,5.1,0.9,0.81,B
1680,88.5,55.8,68.6,15.5,7.5,6.6,0,0.81,B
1681,101.1,56.7,68.5,16.1,5,5.5,2.1,0.83,B
1682,94.6,59.1,71,15.2,5.9,4.3,1.9,0.83,B
1683,81.4,60.9,78.8,14,6.9,5.5,1.3,0.77,C
1684,99.9,57.8,72.3,13.4,5.4,4.7,2.6,0.8,C
1685,77.3,58.1,76.1,19.4,6.4,2.5,3.9,0.76,C
1686,112.8,58.6,73.8,13.8,6.8,4.6,3.6,0.79,C
1687,88,55.9,75.9,14.7,6.4,5,0.9,0.74,B
1688,98,54.3,62.2,16.3,6.9,4.3,2.6,0.87,B
1689,99.2,51,70.9,16,5.9,6.1,0.5,0.72,B
1690,91.1,55.2,76.6,16.3,4.7,4.7,0.4,0.72,B
1691,103.8,59.9,70,14.8,7.3,6,4.6,0.86,B
1692,87.9,55.2,78.2,15.9,7.3,4.3,3.6,0.71,B
1693,108.1,57,77.2,15.6,8.5,6.4,4.4,0.74,B
1694,74.8,59.9,70.4,15,4.7,4.2,0.5,0.85,C
1695,96.9,60.1,70.2,15.9,7.1,3.2,7.4,0.86,B
1696,124.1,53.7,68.5,17.1,4.9,6.7,0.4,0.78,B
1697,80,62,69.8,15.5,7.9,4.6,6.1,0.89,C
1698,84.8,62.5,67.7,15.5,6.9,7.3,1.3,0.92,B
1699,102.7,53.5,73.5,17.1,5.7,6.1,0.3,0.73,B
1700,97.7,54.7,66.9,16.9,7.1,6.3,1,0.82,A
1701,100.3,62.8,74.1,17.9,6.1,6.5,0.6,0.85,B
1702,102.3,57.4,74.2,12.9,6.7,5.6,2,0.77,C
1703,104.5,49.1,66.2,16.9,6.7,5.6,9,0.74,B
1704,111.6,52.4,77.4,16.4,7.9,6.8,1.2,0.68,A
1705,101.1,57,73.8,14.2,8,5.6,2.8,0.77,B
1706,91.4,53.3,74.6,15.9,6,4.8,6.7,0.71,B
1707,105.1,56.3,69.3,17.1,7.3,6.1,3,0.81,A
1708,123.5,58.1,74.2,14.3,6.8,3.4,1.3,0.78,B
1709,93,63.8,75.9,16.2,5.4,6.8,14.1,0.84,C
1710,80.4,56.8,71.7,16.8,5.9,6.8,0.6,0.79,B
1711,111.6,62.3,79,13.9,8.4,6.7,2.2,0.79,C
1712,93.2,63.7,72.2,15.3,6.8,6.7,4.8,0.88,B
1713,62.4,63.7,76,16,7.3,5.4,0,0.84,Reject
1714,107.7,59.1,73,14.3,6.3,5.4,3.6,0.81,B
1715,87,50.1,74,14.2,6.1,4.3,0.9,0.68,B
1716,93.6,59.8,66.2,15.3,6.5,7.2,0.6,0.9,B
1717,100,62.2,73.3,16.7,6.3,5,1,0.85,B
1718,97.9,57.7,69.4,16.5,5.3,5.8,10.2,0.83,C
1719,105.6,65,69,14.2,5.7,5.8,6.7,0.94,B
1720,88.5,61.4,78.1,16.5,7.1,4.2,0.7,0.79,B
1721,102.7,60.3,71.3,14.2,6.2,3.8,0.4,0.85,B
1722,91.1,62.3,68.5,13.1,6.5,5.5,1.4,0.91,C
1723,106.1,59.3,70.7,14.9,6.7,5,2.7,0.84,B
1724,104.2,48,67.4,17.2,6.8,5.4,6.1,0.71,B
1725,81,56,77,16.5,7.4,6.6,10.2,0.73,C
1726,111.3,62.8,69.6,15.5,5.6,5.7,4.2,0.9,B
1727,87,54.8,73.9,14.9,7,6.3,2.7,0.74,B
1728,107.1,57.1,76.7,14.9,7.1,5.9,0.5,0.74,B
1729,100.5,53.8,70.2,15.7,7.3,5.2,0.2,0.77,B
1730,122.6,65.1,73.9,13.9,5.4,4.5,2.7,0.88,C
1731,91.6,64.7,68.4,15,6.7,5.8,2.3,0.95,B
1732,89.8,54.5,80.6,15.2,7.9,5.6,5.6,0.68,B
1733,94.7,58.6,75.3,13.5,6.4,6.4,1.2,0.78,C
1734,90.5,55.3,71.3,14.2,6.9,5.3,0.1,0.78,B
1735,107,60.5,69.3,16.1,7.1,5.2,1.7,0.87,A
1736,70.8,60,71.6,15.5,5.7,5.3,10.4,0.84,C
1737,79.2,61.2,70.8,15,8,4.6,4.8,0.86,C
1738,79,59.3,78.8,14.1,6.9,6.9,0.1,0.75,C
1739,109.3,69.7,67.7,17.9,6.9,6.6,6.2,1.03,B
1740,120.7,53.9,72.5,14.2,5.2,4.3,1.9,0.74,B
1741,93.4,51.2,71.9,15.9,7.1,6.3,1.4,0.71,B
1742,92.5,56.4,71.6,14.8,6.9,3.7,1.3,0.79,B
1743,96.1,51.7,71.6,15.6,7.8,6.5,2.7,0.72,B
1744,112.4,52,71.6,16.2,6.3,4.8,2.3,0.73,B
1745,81.1,54,75.1,13.4,5.7,5.9,3.2,0.72,C
1746,98.6,54.3,74.1,15.5,6,3.6,2.6,0.73,B
1747,109.6,54.2,73.5,17.3,6.1,4.3,0.5,0.74,B
1748,102.5,60.1,61.4,18.1,5.6,6,0.9,0.98,B
1749,97.8,56,73,15.3,7.5,4.8,5.5,0.77,B
1750,110,57.3,66.2,15.6,7.6,4.7,3.3,0.87,B
1751,60,61.6,74.3,18.8,6.3,6.9,1.8,0.83,Reject
1752,105.2,54.9,77.2,17.2,6.2,7.7,0.6,0.71,B
1753,85.2,56.9,68.8,14.6,5,6.4,0,0.83,B
1754,67.5,59.5,71.1,14.6,7.1,4.4,1.1,0.84,Reject
1755,102.7,50.2,69.9,16.9,7.8,7.3,0.2,0.72,B
1756,115.6,48.5,76.3,14,6,3.9,2,0.63,C
1757,92.9,59.4,72.3,17.1,6.4,5.2,5.2,0.82,B
1758,109.3,60,78,16,6.8,5.6,1,0.77,A
1759,119.2,66.3,73.4,16.3,7.9,7.4,5.6,0.9,B
1760,114.7,58.6,72.8,15.1,6.7,6.4,3.7,0.8,B
1761,119.6,61.3,72.2,14.6,6.7,5,0.4,0.85,B
1762,106.1,57.2,74.9,17.7,6.6,4.6,3.1,0.76,A
1763,96.1,59.2,65.9,15.1,5.4,6.5,0.5,0.9,B
1764,71,64.7,72.3,14.9,5.3,5,3.2,0.89,C
1765,91.3,49.5,71.8,15.4,5.9,5.7,0.5,0.69,B
1766,82.4,59.7,74.5,15.8,7.3,4.1,1.5,0.8,B
1767,127.6,66.5,71.3,14,6.2,6.1,2.5,0.93,C
1768,92.4,59.1,68.4,14.7,6.1,6,0.2,0.86,B
1769,96.8,64.6,72,14.6,6.1,4.3,0.5,0.9,B
1770,103.3,55.5,68.2,16.8,6.4,6.5,1.2,0.81,B
1771,95.7,57.9,65.3,14.2,7.9,6.1,1.9,0.89,B
1772,120.4,58.1,74.5,12.9,6.4,6.2,5.9,0.78,C
1773,85.7,49.1,74,12.5,5.9,5.1,0.6,0.66,C
1774,97.9,53.3,73.6,13.3,6.5,5.7,1.3,0.72,C
1775,83.9,53.6,76.6,17.5,7.9,5.6,1.9,0.7,B
1776,75.2,61.3,69.7,15.5,6.1,5.4,1.1,0.88,C
1777,85.8,61.5,67,16.3,5.6,5.7,2.9,0.92,B
1778,94.4,59.3,71.8,16.3,6.1,6.8,0.9,0.83,B
1779,88.6,61.3,70.8,15.6,6.6,6.6,4.4,0.87,B
1780,84.6,57.3,69.1,15.4,7.1,4.3,2.1,0.83,B
1781,73.9,62.8,71.7,17.1,7.3,6.5,0.3,0.88,C
1782,93.8,58,69.9,15.7,5.7,6.7,3,0.83,B
1783,72.4,58.2,65.6,17.6,5.7,5.3,2.5,0.89,C
1784,106.4,56.9,70.5,16.4,6.2,6,1.2,0.81,B
1785,96.2,60.7,68,14.6,7,6,0,0.89,B
1786,73.1,56.3,72.8,14.8,5.5,4.7,0.7,0.77,C
1787,90.4,61.9,69.7,14.4,6,5.1,1.6,0.89,B
1788,83.7,53.5,75.9,17.3,6,6.3,0.7,0.7,B
1789,99.8,53.6,77.6,14.9,7.3,5,2.6,0.69,B
1790,115.1,60.7,74.4,14.3,6.9,6.5,3.7,0.82,B
1791,66.9,57.6,66.6,16,7.2,6.8,5.8,0.87,Reject
1792,96.7,56.2,77.3,15.4,7.6,6.6,3.1,0.73,B
1793,92.6,61.6,77.5,15.9,6.3,7.5,3.5,0.79,B
1794,105.1,55.6,72.1,18.3,5.6,5.4,2.8,0.77,B
1795,98.2,57.2,76.6,16.9,5.6,5.7,12.7,0.75,C
1796,83.7,63.6,70.1,15.5,5,5.8,0.9,0.91,B
1797,90.2,64.2,65.5,13.4,6.1,5.4,0.9,0.98,C
1798,83.1,64.3,69.3,14.8,6.2,6,0.4,0.93,B
1799,111.1,56.9,78.1,16.6,7.1,3.8,2,0.73,B
1800,95.3,62.9,66.8,13.7,6.5,5.7,0.3,0.94,C
1801,123.5,54.2,72,18.7,6.1,4.1,0.9,0.75,B
1802,94.1,54.4,72.1,15.5,6.4,4.5,2,0.75,B
1803,84.4,48.6,70.2,15.6,5.7,6.2,9.5,0.69,B
1804,72.3,64.7,70.4,14.5,7.3,5.3,10,0.92,C
1805,68,54.5,72.3,16.2,5.9,6.2,4.1,0.75,Reject
1806,71.2,57.5,70,13.8,5.6,5.3,1.5,0.82,C
1807,99,54.4,67,18.7,7.2,6.6,6,0.81,B
1808,102.6,60.8,72.8,17.5,7,5.3,6.2,0.84,B
1809,71.3,56.5,75.8,17,5.1,3.5,7.2,0.75,C
1810,108.4,52.8,75,13.4,7.2,5.7,3.1,0.7,C
1811,87.8,59.8,69.2,15.8,5.9,3.3,0.7,0.86,B
1812,97.2,52.3,67.6,17.3,6.2,4,0.3,0.77,B
1813,119.2,54.7,71,16.4,6.6,4.6,7.4,0.77,B
1814,108.5,49.6,77.5,14,7,4.5,0.2,0.64,C
1815,91,52.3,74.3,14.5,6.9,5,1.1,0.7,B
1816,81.6,58.7,74.5,14.8,6.5,4.5,2,0.79,B
1817,62.7,50.1,75.1,14.6,6.2,4.1,0.1,0.67,Reject
1818,84.2,52.1,73.5,17.8,6.8,7,7.1,0.71,B
1819,91.8,58,72.4,12.6,6.4,4.8,1,0.8,C
1820,80.2,55.8,74.3,16.5,7.9,3.3,0.1,0.75,B
1821,93,66,70.1,13.6,7,5.1,15.1,0.94,C
1822,96.2,65.3,67,14.1,5.8,4.4,1.1,0.97,B
1823,91.6,54.5,74.5,12.5,6.1,4.6,6.3,0.73,C
1824,85.2,60.2,76.3,14.7,6.5,6.2,1.8,0.79,B
1825,97.5,61,68.1,17.8,7.5,5.1,3.3,0.9,A
1826,101.6,55.6,74.9,15.9,7.6,4.3,0.8,0.74,B
1827,78.6,52,77.9,13.7,6.2,5.9,2.1,0.67,C
1828,116.2,58,72,17,5.8,6.6,0.9,0.8,B
1829,93.5,57.3,69.1,17.3,5.7,6,9.1,0.83,B
1830,95.3,56.3,72.4,15.7,6.7,3,0.2,0.78,B
1831,105.6,59.8,70.1,18.6,8.3,4.4,1,0.85,B
1832,98.5,55,69.8,16.7,6.9,5.5,6.7,0.79,B
1833,109.3,53.4,73.5,16.5,5.2,5.3,2,0.73,B
1834,99.3,58.4,66.4,14.3,5.9,5.2,2.7,0.88,B
1835,85.8,59.5,66.9,16.4,6,4.5,3.2,0.89,B
1836,100.4,53.3,72.1,15.8,5.8,4.1,0.2,0.74,B
1837,77.8,61.7,71.9,16.3,6.2,7.5,0.1,0.86,C
1838,96.6,50.9,73.2,14.5,6.8,5.5,8.3,0.7,B
1839,94.5,55.7,78.6,15.7,7,6.1,1,0.71,B
1840,91.9,57,72.4,14.3,7.4,5.5,1.4,0.79,B
1841,93.1,55.5,74.1,12.3,6.9,5.5,3.4,0.75,C
1842,66.8,55.7,68.6,17,4.9,5.4,0.8,0.81,Reject
1843,86.8,65.5,74.7,13.2,5.7,4.4,4,0.88,C
1844,96.4,54.6,70.2,15.7,6.4,4,1.8,0.78,B
1845,97.4,67.8,72.2,16,6.6,5.9,5.8,0.94,B
1846,79.6,59.7,71.6,16,7.2,5.7,1,0.83,C
1847,114,58.4,75.6,15.1,6.5,6.4,0.7,0.77,B
1848,82,59.9,67.4,15.9,6.5,6.2,5.3,0.89,B
1849,109.5,68.1,64,16.2,6.7,4.7,1.2,1.06,A
1850,101.4,54,71.3,16.6,6.3,6.6,1.6,0.76,B
1851,85.3,53.5,73.6,18.1,6.6,6.3,4.7,0.73,B
1852,121.6,55,72.5,15.9,7.4,6.2,3,0.76,B
1853,77.1,58.1,76.3,15.6,6.4,7.7,1.7,0.76,C
1854,108.8,51.1,73.5,14.1,6.5,7.5,0.9,0.69,B
1855,110,58.1,70,16.2,6.5,6.2,4.3,0.83,B
1856,84.9,64.8,63.9,16.5,7.5,6.1,0.6,1.01,B
1857,115.9,58.6,71.2,15.2,5.6,6.6,7.9,0.82,B
1858,91.2,56.8,75.6,16.3,7.9,4.9,0.5,0.75,A
1859,99.3,55.5,70.6,15.1,5.6,4.9,4.9,0.79,B
1860,98.9,61.6,72.1,16.5,6,6.2,1.7,0.85,B
1861,93,54.7,73.5,16.9,7.1,4.6,0.6,0.74,A
1862,107.2,65.4,68.4,16.8,7.3,6.1,1.5,0.96,A
1863,106.9,65.7,74.2,15.7,5.4,5.7,0.8,0.89,B
1864,68.8,59,77.7,13.9,5.6,4.6,0.4,0.76,Reject
1865,114.6,58,71.4,14.6,6.7,5.5,0.8,0.81,B
1866,70.1,62.1,68,16.4,8.4,6.8,6.1,0.91,C
1867,110.5,62.4,71.8,19.2,7.5,5.6,0.3,0.87,A
1868,111.9,54.8,64.2,15,6.3,5.6,10.8,0.85,C
1869,78.6,55.9,73.2,16.2,4.6,5.8,0,0.76,C
1870,88.8,52.7,73.6,14.7,6.6,6,3.2,0.72,B
1871,78.4,59.6,77.9,14,6.8,5.2,5.8,0.77,C
1872,91.8,60.7,71.3,14.5,6.2,5.9,8.2,0.85,B
1873,90.4,52.6,73.4,12.4,5.8,4.5,0.5,0.72,C
1874,106.7,56.2,69,17.5,6.6,4.7,3.6,0.81,A
1875,114.7,52.6,70.8,12.2,5.7,4.8,0.3,0.74,C
1876,115.9,54.4,66.7,15.1,8,6,1.3,0.82,B
1877,86.6,60.2,71.3,13.7,7.7,5.7,3.9,0.84,C
1878,91.9,55.1,70.9,14.2,7,5.4,1.3,0.78,B
1879,69.7,56.8,73,17.6,6.6,6.2,1.1,0.78,Reject
1880,82.9,51.5,69.8,15.8,6,5.9,0.4,0.74,B
1881,109.5,58.7,72.3,14.1,6.5,5.2,0.2,0.81,B
1882,119.2,57.8,70.8,14.6,7.8,4.5,0.4,0.82,B
1883,76.5,55.1,70.8,14.4,7.2,4.7,6.2,0.78,C
1884,86.1,57.2,72.3,15.4,6.7,4,0,0.79,B
1885,94.6,58.7,72.1,15.8,7.2,5.6,3.5,0.81,B
1886,99.2,54.7,74.7,18.3,6.9,4.6,4.4,0.73,A
1887,82.9,52.1,71.6,12.6,6.8,5,2.5,0.73,C
1888,101.4,65.2,70.8,15.4,7.3,5.4,3.9,0.92,B
1889,87.9,55.5,71.4,15,6.9,6.5,3.2,0.78,B
1890,94.8,57.6,69.5,16.9,7.2,6.4,1.8,0.83,A
1891,103.2,62,70.7,16,6.6,5.4,1.4,0.88,A
1892,95.1,70,79.1,16.4,6.3,6.8,8.5,0.88,B
1893,88.5,53,68.8,16,6.1,3.5,10.7,0.77,C
